,Listing ID,Property Address,City,Zip Code,Neighborhood,Title,Content,Type,Status,Sale Price,Lease Price,Lease Price Type,Building Size (sqft),Land Size (sqft),Agent
126,19698,"8125 Northwest 33rd Street, Doral, Florida 33122",Doral,33122,hollywood,"3,400 SF Prime Flex Space Investment Opportunity in Doral","Located in the bustling heart of Doral, 8125 NW 33rd St offers an exceptional flex space opportunity. The property features in almost 3,400 SF a functional design with a street-level door for easy loading and unloading, a generous 12-foot ceiling height, and multiple office spaces that cater to a variety of business needs. Additionally, the space is equipped with a kitchen and two bathrooms, providing convenience and comfort for employees. Currently under a lease for the next two years, this property presents a stable investment opportunity with a going-in cap rate exceeding 5.25%. The tenant has the option to renew the lease for an additional two years, offering potential for extended rental income.",Industrial,For Sale,1060000.0,15.0,Per month,3381.0,7500.0,"Bobby Berrido,Carlos Fausto Miranda"
127,19258,"1210 Southwest 13th Avenue, Miami, Florida 33135",Miami,33135,hollywood,"7,800 Sq Ft Covered Land Play in Shenandoah","Presenting an exceptional opportunity that awaits you in the heart of Shenandoah, this 7,800 square foot lot is your canvas for unlimited possibilities. The lot currently has a 1939 duplex both units are 2 Bed/ 2 Bath units that are rentable in the interim as a covered land play for development for a dream home or townhome development for a savvy investor. Its proximity to Downtown Miami, makes it a highly accessible location. Access to major transportation routes like the I-95, US-1 provides effortless connectivity for both residents and commuters. Strategically located in the heart of the biggest employment hubs of Brickell’s finance district, Coral Gables, the Health District, Downtown all within a short 10-minute drive. This proximity to employment centers can be a strong selling point for potential homebuyers or tenants. Miami is not just any city; it’s a city on the rise. Recent economic growth and vitality have made it a magnet for investors and businesses. With new developments and expanding opportunities, the city offers a promising environment for your investment to flourish. Don’t let this golden opportunity slip through your fingers.","Land development,Multi-family",For Sale,1075000.0,15.0,Per month,2310.0,7800.0,Mauricio Villasuso
128,20192,"2326 Southwest 9th Street, Miami, Florida 33135",Miami,33135,hollywood,"11,700 Sq. Ft. Prime Assemblage in West Little Havana: High-Revenue Covered Land Play with Significant Development Potential","11,700 Sq. Ft. assemblage in West Little Havana that consists of a great covered land play opporutunity currently generating over $60,000 in revenue. The property is situated on the nexus of Little Havana and Shenandoah, two urban core neighborhoods experiencing dramatic and sustained growth, and on the obvious and immediate path of development. With close proximity to Coral gables and Downtown, it’s an exceptional location. One property is a residential home, the other a duplex, both wood frame structures that have reached the limits of their functional life. The T4-R Zoning is ideal for this dynamic submarket experiencing economic growth, sub 2% vacancies pushing rental rates higher and demand is ever stronger for mixed-use infill development like this. Density allows for 9 units however city programs exist with mixed-income development that allows for double the density to 9.The housing demand is very high driving rents up, take advantage of this inflation proof investment. With cashflow to sustain the project until approved and ready to launch, this makes for a greatly valued asset.",Multi-family,For Sale,1100000.0,15.0,Per month,0.0,11700.0,Mauricio Villasuso
129,20340,"1560 Southwest 1st Street, Miami, Florida 33135",Miami,33135,hollywood,"Little Havana Free-Standing Medical Building: 4,362 Sq. Ft. Remodeled Office Space with T6-8-O Zoning and Prime Investment Potential","Little Havana Free Standing Medical Building! Over 4,362 Sq ft of recently remodeled office space with plenty of parking on site. The building recently passed its 40 year recertification which makes it an ideal investment for many Operators or Investors. Underlying T6- 8-O zoning permits most commercial uses including Medical, Retail, Office and for future mixed-use re-development. Little Havana is centric to all major employments centers of Miami, with great transit connectivity, neighborhood walkability, and an inviting and rich local culture that makes the neighborhood an amenity. The area is booming with new residential developments bringing more people to an already dense population district, and retailers are coming in aggressively following their consumers.",Office,For Sale,1100000.0,15.0,Per month,4362.0,7000.0,"Miguel Fuentes,Alessandro Lima"
130,22091,"2200 Northwest 22nd Avenue, Miami, Florida 33142",Miami,33142,hollywood,DEVELOPMENT OPPORTUNITY ON NW 22 Ave!,"13,150sf Industrial Lot for any industrial application, with current on-site Cafeteria/Restaurant and Potential for Residential Development via Live-Local. Site has direct frontage on nw 22 ave, a significant north-south commercial corridor that runs the full length of Miami Dade County, connecting many critical neighborhoods. Site has industrial zoning, permitting for any related use such as outdoor storage, truck parking, auto uses, or warehouse development. Currently there is a 1,300sf cafeteria building, which does need work to repair and has violations but whose use and license are still valid and can be reformed. The site could be developed to residential multi-family via a live local application. Allapattah is one of Miami’s most excited and rapidly developing areas. Its location adjacent-West of Wynwood and adjacent-North of the Civic Center means it is in the immediate path of development, with many prominent developers already launching projects.",Land development,For Sale,1100000.0,15.0,Per month,1282.0,13150.0,"Ernesto Diaz,Carlos Fausto Miranda"
131,19174,"7 Northeast 50th Street, Miami, Florida 33137",Miami,33137,hollywood,Bohemian Bungalo With Pool,"Enjoy the Florida sunshine poolside at this income-producing gem. This fully remodeled 4- bedroom, 2-bathroom property offers 1,317 sq.ft. of living space on a 4,040 sq.ft. lot. Originally designed as a legal duplex, it’s currently used as a comfortable single-family home. Zoned T4-L, it generates a net operating income of $77,855.00, making it a smart investment.",Multi-family,For Sale,1100000.0,15.0,Per month,1317.0,4040.0,"Tony Saladrigas,Vicente Rodriguez"
132,19203,"2040 Southwest 24th Terrace, Miami, Florida 33145",Miami,33145,hollywood,"8,580 Sq Ft Multifamily Near Coconut Grove","We present this prime property offering both residential comfort and excellent rental income potential. This spacious corner lot spans 8,580 Sq.Ft is within the premier Silver Bluff Estates community, featuring a well-maintained 3,515 Sq.Ft living area with a newly replaced roof just 3 years ago. The zoning is grandfathered for 3 units; each with separate meters. A 2-bedroom, 1- bathroom unit rented at $1,850 per month, A 1- bedroom, 1-bathroom unit rented at $1,750 per month and a 3-bedroom, 3-bathroom unit rented at $4,800 per month. Owner Financing is Available: eliminating hurdles for many investors going through conventional methods. This is of particular importance given some violations that do exist on the site, consult with us for more details. Whether you’re looking for a steady rental income stream or considering a multi-family living setup, this property offers versatility and financial potential in a highly sought-after neighborhood. Located between Silver Bluffs and Bay heights neighborhoods, this property boasts a strategic location close to schools, parks, and major thoroughfares, ensuring convenience for residents, tenants and future owners alike.",Multi-family,For Sale,1125000.0,15.0,Per month,3515.0,8580.0,"Luna Graciana,Mauricio Villasuso"
133,19230,"620 Southwest 13th Avenue, Miami, Florida 33135",Miami,33135,hollywood,Little Havana Fourplex with T5-O Zoning,"Discover the untapped potential of this gem nestled in Little Havana, this Spanish-style 4-plex, comprised of two 1bed/bath units, & two 2 bed/1 bath offers gated parking. It is a solid covered land play opportunity for developers or those looking to hold on land appreciation as we see the westward expansion of Downtown approaching. T5-O zoning here allows eligibility to tap in Florida’s new Live Local legislation, thus it can be taken to extreme heights and density, with the municipal density maxed at 950 units per acre, and extensive tax benefits available. Given the location, accessibility is key and commute times to Coral Gables, Downtown, and Brickell – are all within a mere 10-minute drive for future residents. The City also offers a more simplified Double Density Program which doubles the unit count to a potential of 14. It is clear that Miami is on a vector for continued growth, tap into the site now and take part immediately.",Multi-family,For Sale,1150000.0,15.0,Per month,1980.0,5000.0,"Christopher Carbonell,Mauricio Villasuso"
134,20140,"620 Southwest 13th Avenue, Miami, Florida 33135",Miami,33135,hollywood,"Spanish Style 4 Plex in Little Havana with a lot size of 1,980 sqft and a building size of 5,000 sqft","Discover the untapped potential of this gem nestled in Little Havana, this Spanish style 4 plex, comprised of two 1bed/bath units, & two 2 bed/1 bath offers gated parking. It is a solid covered land play opportunity for developers or those looking to hold on land appreciation as we see the westward expansion of Downtown approaching. T5-O zoning here allows eligibility to tap in Florida’s new Live Local legislation, thus it can be taken to extreme heights and density, with the municipal density maxed at 950 units per acre, and extensive tax benefits available. Given the location, accessibility is key and commute times to Coral Gables, Downtown, and Brickell are all within a mere 10 minute drive for future residents. The City also offers a more simplified Double Density Program which doubles the unit count to a potential of 14. It is clear that Miami is on a vector for continued growth, tap into the site now and take part immediately.",Multi-family,For Sale,1150000.0,15.0,Per month,1980.0,5000.0,"Christopher Carbonell,Mauricio Villasuso"
135,21005,"Okeechobee Road, Hialeah, Florida 33010",Hialeah,33010,hollywood,"669 E Okeechobee Rd - Hialeah Land for InFill Development. 13,500sf","Hialeah Land for InFill Development. 13,500sf Triangular lot with two road frontages, with zoning that can be set at R3 or C2, thus permitting for a mix of either commercial applications or small scale apartment development. Site is just off of the intersection of okeechobee rd and lejeune, yielding greta connectivity between retail strips, residential neighborhoods, and employment-heavy job centers. Hialeah is one of Miami-Dade’s most vibrant working-class neighborhoods, with strong commercial drivers and an abundant hard-working and honest-paying residents.",Land development,For Sale,1155000.0,15.0,Per month,0.0,13500.0,Carlos Fausto Miranda
136,20147,"669 Northwest 28th Street, Miami, Florida 33127",Miami,33127,hollywood,"Prime Investment in Allapattah's WoW District: 6-Unit Property with 7,200 sqft of land and a 2,232 sqft building","Welcome to an exceptional opportunity in Allapattah’s WoW district! This 6-unit property on 7,200 sq ft of D2 industrial- zoned land is primed for lucrative returns. Property consist of 5 Studio hotel room style uits and one 1 bed 1 bath apartment. Four of the six units have been remodeled. With partial updates and below-market rents, there’s ample room to increase income as the neighborhood continues to flourish. As new businesses and attractions emerge such as Morgans’ and Paradise, rental demand will soar, offering a steady income stream. Plus, the flexible zoning allows for diverse commercial ventures in the future, ensuring multiple income avenues. Don’t miss out on this chance to capitalize on Allapattah’s promising growth!",Multi-family,For Sale,1199999.0,15.0,Per month,2232.0,7200.0,"Miguel Fuentes,Mauricio Villasuso"
137,19280,"1227 Northwest 3rd Street, Miami, Florida 33125",Miami,33125,hollywood,"Little Havana Covered Land Play on 7,500 sf Site with T5-L Zoning","An exceptional covered land play on 7,500 sf site with T5-L zoning with 5 income producing apartment units. Consisting of a main house of 3-bedroom 1 bath, 2: 2 bed 1 bath units, and 2 studios, it delivers a diversified unit mix and works as a strong covered land play for developers working towards entitlements and approval of plans. If using affordable housing density bonuses; and allowing for a multitude of mixed uses including retail, residential, hospitality, office and more. But, with recently passed Live- Local legislation, height can be raised to over 20 stories and unit counts can be raised to as many units as the site can hold, by reserving 40% of new units to 120% AMI, which is near market rents. This market is suffering a crisis of affordable housing, and with virtually 0% vacancy, these units will rent fast when built and rents will keep growing over time. The site benefits from great proximity to Miami’s biggest employment generator, the Health and Civic Center, and excellent access to lifestyle amenities. Miami is suffering a crisis of middle and working class housing, and Little Havana is uniquely posed to provide an answer for that need. Little Havana is centric to all the major employment centers of our city, has the city’s best public transit connectivity, is increasingly serviced by great new local restaurants.",Land development,For Sale,1200000.0,15.0,Per month,0.0,7500.0,Mauricio Villasuso
138,20630,"1854 Northwest 22nd Street, Miami, Florida 33142",Miami,33142,hollywood,"ALLAPATTAH URBAN CORE 4,040SF COOLER/FREEZER WAREHOUSE","4,040sf warehouse on 7,095sf lot, setback to accommodate easy loading/unloading and parking in front of building. Two subdivided bays, each with its own overhead door, and independent meters. One bay is fully A/C’d, the other bay has 1,700sf of cooler/freezer. Building has 14 ft ceiling. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county. Its location adjacent-West of Wynwood and adjacent-North of the Civic Center also means its in the immediate path of development, and thus also a great investment. Site will be delivered vacant.",Industrial,For Sale,1200000.0,15.0,Per month,4040.0,7095.0,"Rey Moya,Carlos Fausto Miranda"
139,20635,"1846 Northwest 22nd Street, Miami, Florida 33142",Miami,33142,hollywood,"ALLAPATTAH URBAN CORE 4,040SF COOLER/FREEZER WAREHOUSE.","4,040sf warehouse on 7,095sf lot, setback to accommodate easy loading/unloading and parking in front of building. Two subdivided bays, each with its own overhead door, and independent meters. One bay is fully A/C’d, the other bay has 1,700sf of cooler/freezer. Building has 14 ft ceiling. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county. Its location adjacent-West of Wynwood and adjacent-North of the Civic Center also means its in the immediate path of development, and thus also a great investment. Site will be delivered vacant.",Industrial,For Sale,1200000.0,15.0,Per month,4040.0,7095.0,"Rey Moya,Carlos Fausto Miranda"
140,20157,"959 Southwest 6th Street, Miami, Florida 33130",Miami,33130,hollywood,CHARWIN APARTMENTS IN LITTLE HAVANA,"Fausto commercial is proud to present this charming Pueblo style fourplex from 1935, offering two three-bedroom, two-bathroom units alongside two two-bedroom, two-bathroom units, all boasting generous living spaces uncommon in the area. The roof is approximately 5 years old, and the property is competitively priced based on recent sales with significant potential to increase current rents from $1700 to over $2500. For tenants, its prime location offers quick commutes: just 10 minutes to Brickell, 15 minutes to Coral Gables and Miami International Airport, and 12 minutes to Coconut Grove. For tenants, the location ensures easy commutes: just 15 minutes to Brickell, 20 minutes to Coral Gables and Coconut Grove, and a quick 15-minute drive to Miami International Airport and walkability to nearby retail. This property combines attractive unit sizes, competitive pricing, and a strategic location, making it an enticing opportunity for investors seeking both immediate returns and long-term growth. Schedule a showing today to seize this Little Havana gem!",Multi-family,For Sale,1200000.0,15.0,Per month,3094.0,7500.0,"Christopher Carbonell,Mauricio Villasuso"
141,19882,"959 Southwest 6th Street, Miami, Florida 33130",Miami,33130,hollywood,Charming 1935 Pueblo Style Fourplex in Little Havana: Prime Location with Income Potential and Competitive Pricing,"Fausto commercial is proud to present this charming Pueblo style fourplex from 1935, offering two three-bedroom, two-bathroom units alongside two two-bedroom, two-bathroom units, all boasting generous living spaces uncommon in the area. The roof is approximately 5 years old, and the property is competitively priced based on recent sales with significant potential to increase current rents from $1700 to over $2500. For tenants, its prime location offers quick commutes: just 10 minutes to Brickell, 15 minutes to Coral Gables and Miami International Airport, and 12 minutes to Coconut Grove. For tenants, the location ensures easy commutes: just 15 minutes to Brickell, 20 minutes to Coral Gables and Coconut Grove, and a quick 15-minute drive to Miami International Airport and walkability to nearby retail. This property combines attractive unit sizes, competitive pricing, and a strategic location, making it an enticing opportunity for investors seeking both immediate returns and long-term growth. Schedule a showing today to seize this Little Havana gem!",Multi-family,For Sale,1200000.0,15.0,Per month,3094.0,7500.0,"Christopher Carbonell,Mauricio Villasuso"
142,19732,"480 East 25th Street, Hialeah, Florida 33013",Hialeah,33013,hollywood,"Prime Commercial 11,500 SF Lot with 1,290 SF building on High Traffic E 25 St in Hialeah with Flexible Zoning and Seller Financing","Commercial Lot on one of Hialeah’s Busiest, Highest Traffic Commercial Corridor, E 25 st. A 11,500 sf lot with small office on site, currently rented for $8,000 on a month-to-month basis, buyer can retain the tenant, re-lease at a higher number or self-occupy. Site has average daily traffic counts of 34,000, meaning a constant supply of hungry consumers crossing your path daily. C-1 zoning offers great flexibility for retail uses. Several new projects in the immediate vicinity are bringing new vitality to Hialeah, which has long stood as one of Miami’s most solid middle-class industrious neighborhoods. Seller Financing Available.","Land development,Retail",For Sale,1250000.0,15.0,Per month,1290.0,11500.0,"Moises Figueroa,Carlos Fausto Miranda"
143,20136,"567 Southwest 3rd Street, Miami, Florida 33130",Miami,33130,hollywood,Investment Opportunity: 1973 Fourplex in Iconic East Little Havana,"This 1973 fourplex is situated in the iconic neighborhood of East Little Havana, known for its rich cultural heritage, lively street life, and strong community. The building consists of all 2 bed 1 bath units, rented at $2,400/month each, individually water and electric metered, large oversized balconies, private parking, 40/50 yr recertification completed in 2023, roof from 2020. It is walking proximity to Jose Marti, Ada Merritt, Calle Ocho. Over the years, Little Havana has become a popular destination for both locals and tourists alike, offering a diverse range of cuisine, music, and cultural events. The neighborhood is also conveniently located just minutes away from downtown Miami, providing residents with easy access to some of the city’s finest dining, shopping, and entertainment options. Recent years have seen Little Havana experience significant growth, both in terms of population and development. The neighborhood has become a hub for young professionals and families, attracted by its affordable housing options and growing job market. As a result, Little Havana has seen a surge in new businesses and community initiatives, further enhancing its reputation as a vibrant and thriving neighborhood. This property is an excellent opportunity for anyone looking to invest in one of Miami’s most dynamic neighborhoods. With a strong demand for rental properties and a growing population, this fourplex is a solid investment that is sure to appreciate in value over time.",Multi-family,For Sale,1250000.0,15.0,Per month,3276.0,5000.0,"Christopher Carbonell,Mauricio Villasuso"
144,20325,"326 Northeast 6th Street, Hallandale Beach, Florida 33009",Hallandale Beach,33009,hollywood,Prime 6-Unit Investment Property in Hallandale Beach with Strong Income Potential and Central Location,"We are pleased to present 322 & 326 NE 6th St, a prime 6-unit property in the heart of Hallandale Beach right off of US-1. Consisting of six well- maintained units, four of which are 1 bed/1 bath units, and two are studio units.. Equipped with separate electric meters, impact windows, and the added convenience of coin laundry for extra income. Minutes away from Gulfstream Park, Aventura Mall, the New Hallandale Shopping Center, and pristine beaches, this property offers both convenience and lifestyle. The property holds the potential for an income exceeding $117,000 when rents are adjusted to market rates. More than 8 parking spaces, ensuring convenience for residents. Central RAC zoning.",Multi-family,For Sale,1250000.0,15.0,Per month,2843.0,9544.0,Elior Levi
145,21694,"807 North 24th Avenue, Hollywood, Florida 33020",Hollywood,33020,hollywood,Prime Development Opportunity in East Hollywood,"Approved plans for a 4-story building featuring 21 spacious one-bedroom apartments (nearly 1,000 sqft each) with modern designs, private terraces, ADA compliance, and a sundeck. Includes ground-level parking with all required spaces (structured parking not required). Conveniently located just minutes from Young Circle, beaches, and within walking distance to the Brightline train stop, this site offers unparalleled potential. A rare chance to develop a premium multifamily project in a thriving location! Key Features: Land Size: 14,004 Sqft, Zoning: DH-2, Developed Building Size: 19,603 Sqft, Stories: 4, Parking Spaces: 23, Unit Mix: 21 One Bedroom Units","Multi-family,Land development",For Sale,1300000.0,15.0,Per month,19603.0,14004.0,"Elior Levi,Carlos Fausto Miranda"
146,19858,"1919 Northwest 21st Street, Miami, Florida 33142",Miami,33142,hollywood,"Allapattah Urban Core 4,200sf Warehouse","Allapattah Urban Core 4,200sf Warehouse. 4,200sf warehouse on 7,400sf lot, setback to accommodate easy loading/unloading and parking in front of building. Single overhead door. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county. Its location adjacent-West of Wynwood and adjacent – North of the Civic Center also means its in the immediate path of development, and thus also a great investment. Can be delivered vacant.",Industrial,For Sale,1300000.0,15.0,Per month,4200.0,7400.0,"Rey Moya,Carlos Fausto Miranda"
147,22056,"1836 Southwest 25th Street, Miami, Florida 33133",Miami,33133,hollywood,Development Silver Bluff,"In the highly appealing neighborhood of Silverbluff, at 1836 SW 25th St, we offer a unique opportunity to acquire a 12,500 sqft lot, offering possibilities for creative redevelopment. However homeowners may prefer to go from scratch and build their own grand estate. Savvy investors or builders will want to consider splitting the lot to build two separate homes that could prove to be more affordable for home buyers.  The existing 3-bedroom, 1-bathroom home currently rented for $3,800 could be renovated or expanded upon, offers great income to hold the land. Buildable potential is 50% max of the lot on 1st floor and 30% on the 2nd floor coming to a total potential 10,000 SF for a single home, or two homes of 5,000 SF each. Silver Bluff is increasingly attracting young professionals due to its easy accessibility to Coconut Grove, Brickell the financial district, and Coral Gables which are all great employment hubs. An amazing array of parks like the newly renovated Shenandoah Park and variety of A+ public, private and charter schools continue to draw families to this community. Jump on this chance quickly and contact us.",Land development,For Sale,1325000.0,15.0,Per month,1661.0,12500.0,"Luna Graciana,Mauricio Villasuso"
148,20625,"1864 Northwest 22nd Street, Miami, Florida 33142",Miami,33142,hollywood,"ALLAPATTAH URBAN CORE 4,200SF HIGH CEILING 20 FT WAREHOUSE","Allapattah Urban Core 4,200sf high ceiling 20 ft Warehouse. 4,200sf warehouse on 7,095sf lot, setback to accommodate easy loading/unloading and parking in front of building. Single overhead door, very high 20ft ceilings for amazing storage volume, and twin tee construction for solid build and easier insuring. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county. Its location adjacent-West of Wynwood and adjacent-North of the Civic Center also means its in the immediate path of development, and thus also a great investment. Site will be delivered vacant.",Industrial,For Sale,1350000.0,15.0,Per month,4200.0,7095.0,"Rey Moya,Carlos Fausto Miranda"
149,19814,"7030 Northwest 2nd Court, Miami, Florida 33150",Miami,33150,hollywood,"Prime Development Opportunity: 7,800 Sq Ft T-5O Land in the Heart of Little Haiti","Development opportunity in the direct path of progress, 7800 sq feet of vacant T-5O Land. Build a multifamily building or business in the epi-center of little Haiti. Located on the predominantly industrial businesses nw 71 Street, minutes from Magic City, I95 and Wynwood.",Land development,For Sale,1365000.0,15.0,Per month,0.0,7800.0,Giovanni Bertolotti
150,19207,"14880 North Miami Avenue, North Miami, Florida 33168",North Miami,33168,hollywood,"3,381 Sq Ft Fouplex in North Miami","This 1969 fourplex is situated in the iconic neighborhood of North Miami, known for its rich cultural heritage and strong community. The building consists of all 3 bed 2 bath units, individually water & electric metered, large oversized units with ample space, private parking available and gated, impact windows for windstorm protection offering reduced insurance premiums. It is also zoned BU-1 commercial zoning. The neighborhood is also conveniently located minutes away from FIU, Aventura – providing residents with easy access to some of the city’s finest dining, shopping, and Bal Harbour. Accessibility is great for commuters looking for access to the FL Turnpike or I-95. Recent years have seen significant growth, both in terms of population and development. The neighborhood has become a hub for young professionals and families, attracted by its affordable housing options and growing job market. As a result, North Miami has seen a surge in new businesses and community initiatives, further enhancing its reputation as a vibrant and thriving neighborhood. With a strong demand for rental properties and a growing population, this 1960s fourplex is a solid investment that is sure to appreciate over time.",Multi-family,For Sale,1400000.0,15.0,Per month,3381.0,7500.0,"Ryan Carney,Mauricio Villasuso"
151,20321,"8554 Northwest 61st Street, Doral, Florida 33166",Doral,33166,hollywood,"Versatile 3,400 Sq. Ft. Warehouse with Office Space and Income Potential in Doral's Prime Industrial District","Located in Miami’s bustling industrial district of Doral, FL, 8554 NW 61st St. offers a versatile warehouse space spanning just over 3,400 sq. ft. The property features a spacious 2,381 sq. ft. warehouse area complemented by 700 sq. ft. of first-floor office space and an additional 510 sq. ft. of office area on the second floor. The second-floor office includes its own entrance, providing an excellent opportunity for new ownership to lease this space and generate income. The property is well-equipped with two dock height doors, a movable ramp, and four dedicated parking spaces. With a clear ceiling height of 20 feet, the warehouse is ideal for various industrial applications. Additionally, the facility includes two bathrooms, enhancing convenience for both employees and visitors. This property represents a functional and profitable opportunity in a prime industrial location. Call Listing Agents to schedule a tour today!",Industrial,For Sale,1450000.0,15.0,Per month,3400.0,7500.0,Bobby Berrido
152,20920,"1873 West Flagler Street, Miami, Florida 33135",Miami,33135,hollywood,1873 W Flagler St,"A mixed-use investment opportunity on the commercial corridor of Flagler ST in the heart of Little Havana. Composed of two commercial units, & eight residential units (1bed/1bath), generating $11,195/month. Underlying T6-8-O zoning permits for high density re-development with options: 150 du/acre or 29 units, 59 hotel keys, or higher under SB102. Add value opportunity given below market rents. A solid opportunity for those Centric to all major employments centers of Miami, with great transit connectivity, neighborhood walkability, and an inviting and rich local culture that makes the neighborhood an amenity. The area is booming with new residential developments bringing more people to an already dense population district, and retailers are coming in aggressively following their consumers.",Multi-family,For Sale,1450000.0,15.0,Per month,0.0,8650.0,"Miguel Fuentes,Mauricio Villasuso"
153,20242,"460 North Hacienda Street, Clewiston, Florida 33440",Clewiston,33440,hollywood,"Tilapia Farm for Sale: Real Estate & Business with Modern Facilities, Expansion Potential, and On-Site Living 9-10 acres","For sale Real Estate plus Business. This great operational Tilapia Farm was build in the last 5 years with the latest cutting edge Equitments which saves money on the daily operation cost. With room for expansion with 114 round pools and 1 rectangular pool for fish to grow. In site a house with 3b/2b , kitchen, living room and towns porch used for the owner/ operator and a separate Cabana for staff to stay and sleeping . Serious buyer call for more info.",Land development,For Sale,1499000.0,15.0,Per month,0.0,413820.0,Ernesto Diaz
154,19369,"6211 Pembroke Road, Hollywood, Florida 33023",Hollywood,33023,hollywood,4850 Sq Ft Industrial Commercial Opportunity in Hollywood,"6211 Pembroke Rd stands as a beacon of commercial opportunity. Boasting nearly 5,000 square feet, this property offers a strategic location on one of the county’s primary corridors, ensuring high visibility and accessibility for businesses. With a generous 17-foot clear ceiling height and the convenience of 3-phase electric, it’s primed for versatile use. Divided between warehouse and office spaces, it provides the perfect balance for various operations. Zoned as C-3 Medium Intensity Commercial District by the City of Hollywood, it offers flexibility for a range of enterprises. While the warehouse space is move-in ready, the office area presents an exciting canvas for renovation, allowing for customization to suit specific needs and preferences. This property presents an exceptional opportunity for businesses looking to thrive in a dynamic and strategic location.",Industrial,For Sale,1500000.0,15.0,Per month,4850.0,8959.0,"Bobby Berrido,Kimberly Villamizar"
155,20497,"12900 Northwest 38th Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"10,000 SF Industrial Warehouse For Sale","Fausto Commercial is pleased to present a unique opportunity to acquire a 10,000 SqFt industrial warehouse on a 19,789 SF lot in Opa-Locka. This property is located in a prime industrial area with easy access to major highways and transportation routes. It offers a flexible layout suitable for various industrial and commercial uses. With a clear ceiling height of 18 feet, one (1) street-level door, and functional office space, this warehouse is ideal for storage, distribution, and manufacturing. The strategic location in Miami-Dade County provides excellent connectivity and a business-friendly environment.",Industrial,For Sale,1500000.0,15.0,Per month,10000.0,19789.0,Markos Bertolotti
156,19109,"4998 East 4th Avenue, Hialeah, Florida 33013",Hialeah,33013,hialeah,"3,299 Sq.Ft Retail Space in Hialeah","The property is located on a major north/south commercial corridor, making it a prime location for businesses. Offers a value-add opportunity for investors or owner/users. The property is located in a C-1 zoned area, which allows for various uses. With an average daily traffic count of approximately 35,000, this property presents a great opportunity for a mixed use assemblage. Whether for owner use or redevelopment, this property offers a great potential for a variety of uses. Don’t miss out on this chance to invest in a prime location with ample potential for future growth and success. Overall, this property offers a great opportunity for businesses looking for a prime location in Hialeah.",Retail,For Sale,1500000.0,15.0,Per month,3299.0,8800.0,Moises Figueroa
157,19828,"12930 Northwest 38th Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"10,000 Sq Ft Industrial Warehouse in Opa-Locka","Fausto Commercial is pleased to present 12930 NW 38 Ave, a 10,000 sq ft industrial warehouse in Opa-Locka. The property is located in a prime industrial area with easy access to major highways and transportation routes. This warehouse features a clear ceiling height of 18 feet, one dock-height door, one street-level door, and a twin-T roof, making it suitable for various industrial and commercial uses. The flexible layout and ample space provide an excellent opportunity for businesses looking to establish or expand their operations in Miami-Dade County.",Industrial,For Sale,1500000.0,15.0,Per month,10000.0,19796.0,Markos Bertolotti
158,21079,"5421 Southwest 25th Court, Pembroke Park, Florida 33023",Pembroke Park,33023,hollywood,1890 Sq Ft highly coveted body shop license - 5421 SW 25 COURT,"Introducing 5421 SW 25th Ct, an exceptional commercial property featuring a highly coveted body shop license, located on a calm street in Pembroke Park. This spacious 1,890 sqft building is set on a generous 6,503 sqft fenced lot, offering both security and ample space for your business operations. It’s convenient proximity to major highways ensures accessibility, attracting a steady flow of customers. Zoned C-1 – Heavy Commercial District, this property is ideal for a range of automotive services and is sold with the established business, providing a seamless transition for the new owner. The facility is designed for efficiency, featuring a large workshop area that can accommodate multiple vehicles, alongside a dedicated office space. With its unique combination of an accessible location, ample yard, and an established business, 5421 SW 25th Ct is a fantastic opportunity for entrepreneurs looking to establish or expand their body shop business in a thriving area.",Industrial,For Sale,1500000.0,15.0,Per month,1890.0,6503.0,"Bobby Berrido,Kimberly Villamizar"
